Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,rmse_median_ensemble_54,rmse_median_ensemble_53,rmse_median_ensemble_52,rmse_median_ensemble_51,rmse_median_ensemble_50,rmse_median_ensemble_49,rmse_median_ensemble_48,rmse_median_ensemble_47,rmse_median_ensemble_46,rmse_median_ensemble_45,rmse_median_ensemble_44,rmse_median_ensemble_43,rmse_median_ensemble_42,rmse_median_ensemble_41,rmse_median_ensemble_40,rmse_median_ensemble_39,rmse_median_ensemble_38,rmse_median_ensemble_37,rmse_median_ensemble_36,rmse_median_ensemble_35,rmse_median_ensemble_34,rmse_median_ensemble_33,rmse_median_ensemble_32,rmse_median_ensemble_31,rmse_median_ensemble_30,rmse_median_ensemble_29,rmse_median_ensemble_28,rmse_median_ensemble_27,rmse_median_ensemble_26,rmse_median_ensemble_25,rmse_median_ensemble_24,rmse_median_ensemble_23,rmse_median_ensemble_22,rmse_median_ensemble_21,rmse_median_ensemble_20,rmse_median_ensemble_19,rmse_median_ensemble_18,rmse_median_ensemble_17,rmse_median_ensemble_16,rmse_median_ensemble_15,rmse_median_ensemble_14,rmse_median_ensemble_13,rmse_median_ensemble_12,rmse_median_ensemble_11,rmse_median_ensemble_10,rmse_median_ensemble_9,rmse_median_ensemble_8,rmse_median_ensemble_7,rmse_median_ensemble_6,rmse_median_ensemble_5,rmse_median_ensemble_4,rmse_median_ensemble_3,rmse_median_ensemble_2,rmse_median_ensemble_1
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O00444,PLK4,PLK4,7.14080546456775,7.1001514071355,7.14080546456775,7.1001514071355,7.14080546456775,7.1001514071355,7.14080546456775,7.181459522,7.2011762610000005,7.220893,7.2400444022979755,7.25919580459595,7.290608167648315,7.32202053070068,7.290608167648315,7.32202053070068,7.290608167648315,7.25919580459595,7.290608167648315,7.25919580459595,7.290608167648315,7.25919580459595,7.2400444022979755,7.220893,7.2011762610000005,7.181459522,7.14080546456775,7.1001514071355,7.14080546456775,7.1001514071355,7.06119962706775,7.1001514071355,7.06119962706775,7.022247847,7.06119962706775,7.1001514071355,7.14080546456775,7.1001514071355,7.1215704235,7.220893,7.1215704235,7.220893,7.29944660022808,7.37800020045616,7.388375126341005,7.37800020045616,7.20012402372808,7.37800020045616,7.20012402372808,7.022247847,6.9405518485,6.85885585,6.8951239235,7.022247847
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O15075,DCLK1,DCAMKL1,6.351155362,6.29892,6.351155362,6.29892,6.351155362,6.29892,6.351155362,6.29892,6.351155362,6.403390724,6.4163445624394555,6.42929840087891,6.461927900439455,6.4945574,6.54816887221128,6.60178034442256,6.54816887221128,6.4945574,6.54816887221128,6.60178034442256,6.687890172211279,6.60178034442256,6.54816887221128,6.60178034442256,6.54816887221128,6.4945574,6.448974062,6.403390724,6.448974062,6.403390724,6.448974062,6.4945574,6.448974062,6.4945574,6.54816887221128,6.60178034442256,6.687890172211279,6.774,6.787182031196695,6.80036406239339,6.787182031196695,6.80036406239339,6.813598742393385,6.80036406239339,6.813598742393385,6.80036406239339,6.601877393196695,6.80036406239339,6.601877393196695,6.403390724,6.218695362,6.034,6.218695362,6.403390724
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O15197,EPHB6,EPHB6,6.685744334569931,6.62581412213986,6.685744334569931,6.62581412213986,6.685744334569931,6.745674547,6.7629252735000005,6.745674547,6.7829041235,6.8201337,6.83284628584013,6.84555887168026,6.91042693584013,6.975295,7.023735,7.072175,7.023735,6.975295,7.023735,6.975295,7.023735,6.975295,6.91042693584013,6.84555887168026,6.83284628584013,6.8201337,6.83284628584013,6.8201337,6.83284628584013,6.8201337,6.7829041235,6.8201337,6.7829041235,6.745674547,6.7829041235,6.8201337,6.89771435,6.975295,6.89771435,6.975295,6.80055456106993,6.975295,7.0609470000000005,7.146599,7.1881019830996955,7.146599,6.927709544169625,7.22960496619939,6.916000601599695,6.602396237,6.6012806185,6.600165,6.5741981185,6.602396237
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O94804,STK10,LOK,6.8263453625,6.808757,6.8263453625,6.808757,6.8263453625,6.843933725,6.8263453625,6.843933725,6.893475844,6.943017963,6.9799129815,7.016808,7.065613258117995,7.11441851623599,7.137010444720235,7.15960237320448,7.137010444720235,7.11441851623599,7.137010444720235,7.11441851623599,7.137010444720235,7.11441851623599,7.028718239617994,6.943017963,6.893475844,6.843933725,6.893475844,6.943017963,7.028718239617994,7.11441851623599,7.028718239617994,7.11441851623599,7.028718239617994,6.943017963,7.028718239617994,7.11441851623599,7.142186821117995,7.11441851623599,7.028718239617994,7.11441851623599,7.028718239617994,7.11441851623599,7.185490855301465,7.11441851623599,7.185490855301465,7.11441851623599,7.028718239617994,7.11441851623599,7.028718239617994,6.943017963,6.893475844,6.843933725,6.686508981499999,6.943017963
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P04629,NTRK1,TRKA,7.095863644384766,7.0122763,7.095863644384766,7.17945098876953,7.268053571884765,7.17945098876953,7.268053571884765,7.17945098876953,7.268053571884765,7.356656155,7.3595264275,7.3623967,7.3687983500000005,7.3752,7.3977895930771,7.4203791861542,7.3977895930771,7.3752,7.3977895930771,7.3752,7.3977895930771,7.3752,7.3687983500000005,7.3752,7.3977895930771,7.4203791861542,7.3977895930771,7.3752,7.3977895930771,7.3752,7.3977895930771,7.4203791861542,7.3977895930771,7.3752,7.3977895930771,7.4203791861542,7.424503343077101,7.4286275,7.4522074499999995,7.4757874,7.4522074499999995,7.4757874,7.49936735,7.4757874,7.49936735,7.4757874,7.4522074499999995,7.4757874,7.5277759374999995,7.579764475,7.500071830577101,7.579764475,7.574828077499999,7.356656155
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P07332,FES,FES,6.5971169471740705,6.59588861465454,6.5971169471740705,6.59588861465454,6.5971169471740705,6.59588861465454,6.5971169471740705,6.5983452796936,6.60680793849752,6.61527059730144,6.79276804865072,6.9702655,6.97305480359876,6.97584410719752,7.02490757409876,7.073971041,7.02490757409876,6.97584410719752,7.02490757409876,7.073971041,7.122730020500001,7.073971041,7.02490757409876,7.073971041,7.02490757409876,6.97584410719752,7.02490757409876,6.97584410719752,7.02490757409876,6.97584410719752,7.02490757409876,7.073971041,7.02490757409876,6.97584410719752,7.02490757409876,7.073971041,7.122730020500001,7.171489,7.33216497307585,7.4928409461517,7.33216497307585,7.4928409461517,7.50910317307585,7.5253654,7.50910317307585,7.4928409461517,7.28340599357585,7.4928409461517,7.28340599357585,7.073971041,7.28340599357585,7.073971041,7.5639855205,7.073971041
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P08922,ROS1,ROS1,7.2504038474999994,7.2337127,7.2504038474999994,7.267094995,7.2915715075415495,7.3160480200831,7.37210664004155,7.42816526,7.4518672299999995,7.42816526,7.4518672299999995,7.4755692,7.5006809,7.4755692,7.5006809,7.5257926,7.5006809,7.4755692,7.5006809,7.4755692,7.5006809,7.4755692,7.4518672299999995,7.4755692,7.5006809,7.5257926,7.5006809,7.4755692,7.5006809,7.4755692,7.5006809,7.5257926,7.5006809,7.4755692,7.5006809,7.5257926,7.550541766412575,7.57529093282515,7.577674391412575,7.58005785,7.577674391412575,7.58005785,7.58023135,7.58040485,7.58023135,7.58005785,7.577674391412575,7.58005785,7.58023135,7.58040485,7.577847891412575,7.58040485,7.892547497500001,7.267094995
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P15735,PHKG2,PHKG2,6.489401884,6.442236,6.489401884,6.442236,6.489401884,6.442236,6.489401884,6.536567768,6.540427634,6.5442875,6.58067835,6.6170692,6.656932100000001,6.696795,6.656932100000001,6.696795,6.656932100000001,6.6170692,6.656932100000001,6.6170692,6.656932100000001,6.6170692,6.58067835,6.5442875,6.540427634,6.536567768,6.4221419495,6.307716131,6.4221419495,6.536567768,6.4221419495,6.536567768,6.540427634,6.536567768,6.576818484,6.6170692,6.656932100000001,6.696795,6.708610190011569,6.72042538002314,6.708610190011569,6.72042538002314,6.78333719001157,6.846249,6.8617271865,6.846249,6.78333719001157,6.846249,6.79881537651157,6.72042538002314,6.4876026865,6.098,6.4876026865,6.877205373
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P16591,FER,FER,6.959945481240965,6.92584133148193,6.959945481240965,6.92584133148193,6.959945481240965,6.994049631,7.05176353403936,6.994049631,7.05176353403936,7.10947743707872,7.19093396853936,7.2723905,7.288493793473255,7.30459708694651,7.3386178934732555,7.3726387,7.3386178934732555,7.30459708694651,7.3386178934732555,7.30459708694651,7.3386178934732555,7.30459708694651,7.288493793473255,7.30459708694651,7.288493793473255,7.2723905,7.288493793473255,7.2723905,7.288493793473255,7.2723905,7.288493793473255,7.30459708694651,7.288493793473255,7.2723905,7.288493793473255,7.30459708694651,7.3386178934732555,7.3726387,7.3951311,7.4176235,7.3951311,7.4176235,7.464695925,7.51176835,7.442203525,7.3726387,7.3386178934732555,7.3726387,7.408182718473254,7.30459708694651,7.403199786543301,7.2723905,7.5600248155,6.994049631
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P29376,LTK,LTK,7.0418657499999995,6.898413,7.0418657499999995,7.1853185,7.290778250000001,7.396238,7.43734985,7.396238,7.43734985,7.4784617,7.50427187676689,7.53008205353378,7.54790967676689,7.5657373,7.585317637960815,7.60489797592163,7.585317637960815,7.5657373,7.585317637960815,7.5657373,7.6081424,7.5657373,7.54790967676689,7.53008205353378,7.54790967676689,7.53008205353378,7.50427187676689,7.4784617,7.50427187676689,7.4784617,7.50427187676689,7.53008205353378,7.50427187676689,7.4784617,7.50427187676689,7.53008205353378,7.54790967676689,7.5657373,7.6081424,7.6505475,7.6081424,7.6505475,7.662199975,7.67385245,7.662199975,7.6505475,7.6081424,7.6505475,7.619794875,7.5657373,7.54790967676689,7.5657373,7.7838686500000005,7.5657373
