Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,spearman_rank_ensemble_1,spearman_rank_ensemble_2,spearman_rank_ensemble_3,spearman_rank_ensemble_4,spearman_rank_ensemble_5,spearman_rank_ensemble_6,spearman_rank_ensemble_7,spearman_rank_ensemble_8,spearman_rank_ensemble_9,spearman_rank_ensemble_10,spearman_rank_ensemble_11,spearman_rank_ensemble_12,spearman_rank_ensemble_13,spearman_rank_ensemble_14,spearman_rank_ensemble_15,spearman_rank_ensemble_16,spearman_rank_ensemble_17,spearman_rank_ensemble_18,spearman_rank_ensemble_19,spearman_rank_ensemble_20,spearman_rank_ensemble_21,spearman_rank_ensemble_22,spearman_rank_ensemble_23,spearman_rank_ensemble_24,spearman_rank_ensemble_25,spearman_rank_ensemble_26,spearman_rank_ensemble_27,spearman_rank_ensemble_28,spearman_rank_ensemble_29,spearman_rank_ensemble_30,spearman_rank_ensemble_31,spearman_rank_ensemble_32,spearman_rank_ensemble_33,spearman_rank_ensemble_34,spearman_rank_ensemble_35,spearman_rank_ensemble_36,spearman_rank_ensemble_37,spearman_rank_ensemble_38,spearman_rank_ensemble_39,spearman_rank_ensemble_40,spearman_rank_ensemble_41,spearman_rank_ensemble_42,spearman_rank_ensemble_43,spearman_rank_ensemble_44,spearman_rank_ensemble_45,spearman_rank_ensemble_46,spearman_rank_ensemble_47,spearman_rank_ensemble_48,spearman_rank_ensemble_49,spearman_rank_ensemble_50,spearman_rank_ensemble_51,spearman_rank_ensemble_52,spearman_rank_ensemble_53,spearman_rank_ensemble_54
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O00444,PLK4,PLK4,7.37800020045616,7.201786417903109,7.059919161733538,7.017519655526251,7.1142297398269525,7.186308162637565,7.245174991190498,7.200231922784672,7.089822730677795,7.128329755161632,7.135885938413743,7.155307170190239,7.252756485696665,7.220816338495387,7.31403424836799,7.401875864380958,7.474001392121106,7.4423039628604455,7.431321039034742,7.3844182296345,7.354592739234529,7.395580265467821,7.429368924219115,7.36955163532196,7.361854485945204,7.359095355491887,7.38572160124277,7.349243946466241,7.444446982148895,7.4418641456204515,7.449099942180013,7.451781020775678,7.457857458180453,7.425648732538654,7.41492901466161,7.415766189291633,7.404627351274933,7.4119968657510835,7.4282422592660895,7.409047914882762,7.408906017602734,7.391363164522097,7.3760074810438665,7.3174311846846525,7.310393477152121,7.309257877915151,7.300472892515479,7.298527737906458,7.294520775710921,7.2907589383593585,7.291595290114978,7.28185822689637,7.298835110687614,7.906154515122733
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O15075,DCLK1,DCAMKL1,6.80036406239339,6.603732408796665,6.417404828561278,6.343140746468577,6.517605589828302,6.645672427525432,6.720981075925374,6.589834852674155,6.468198396623019,6.556965906020927,6.580278452468198,6.598494713132773,6.651195596296914,6.6078457607291625,6.737499277850912,6.8523757552216304,6.886545578760314,6.859650120380422,6.805352568069667,6.76393315050513,6.764303575702993,6.770893155851166,6.795687465874182,6.747269834649791,6.74311299207187,6.72715660923691,6.732668319211044,6.715522205383358,6.8154081490558,6.819663097488652,6.811913922369848,6.802336925442488,6.7877055475915045,6.759916428068809,6.751104549643036,6.756394451130518,6.740311435276371,6.754464956848129,6.771291647463828,6.752628521904439,6.758601843635671,6.73357388965545,6.721632353668442,6.670064943414853,6.660902297974473,6.655630128421836,6.647037078958984,6.650286183089645,6.648338821117851,6.6471056971615186,6.650764640509291,6.641350137188422,6.657498541316199,7.263419182971663
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O15197,EPHB6,EPHB6,8.16517041004137,7.39108600657228,7.114705677378829,6.989500091716971,7.049415953755984,7.095911133419275,7.155437905396515,7.090839324818208,6.995874898281235,7.009577089346577,7.006778551440735,7.046205564939116,7.051273877856676,6.980725068108192,7.044706851477939,7.105182911682725,7.1910615870246115,7.161519386986869,7.14401013056637,7.102347501836232,7.0766139357513484,7.120635213828888,7.141113006708035,7.069581013868949,7.073838777790497,7.08193570029501,7.110971834343555,7.084705446660677,7.189159988373455,7.176943045671417,7.175908463215157,7.173971880703834,7.168210248966579,7.126295379853126,7.115041509894004,7.111494433601305,7.099237097484721,7.110195513009376,7.124078021281794,7.102614837180905,7.104945372818973,7.087232421469308,7.076528008932046,7.020187481208458,7.009816825088955,7.005790708162937,6.995677356634245,6.994646953972743,6.991704892936119,6.99013094726515,6.984748578239415,6.974657994072939,6.9855325479892825,7.5904614158242305
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,O94804,STK10,LOK,7.11441851623599,7.0295191767826495,6.833450012048701,6.793842459039629,6.9109944576533895,6.999534514853985,7.064341491008071,7.0386999934774295,6.938653367477514,6.985788643161376,7.012553121270652,7.057288392652536,7.121943241474001,7.058631207612267,7.099983456825755,7.139794968363115,7.228926914459494,7.209088069935683,7.207440367033128,7.180330662149803,7.152473022332602,7.19621409052803,7.2398173393683765,7.166925140228189,7.16989743443794,7.196484935028543,7.219392174250947,7.190812082958974,7.290474048340927,7.2579023258412345,7.2625035854898385,7.2609103671730635,7.259133033945544,7.215720787304097,7.207980141940327,7.207652181292284,7.197944355481429,7.206178883840818,7.213603529891035,7.200430763087872,7.205183976371064,7.186470167800614,7.172493131290204,7.115725156205656,7.111426233593117,7.108943488663967,7.101278504984275,7.099879836586125,7.094908225008223,7.092004368421755,7.086346479663345,7.0760502317288045,7.088217002305989,7.693665092385035
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P04629,NTRK1,TRKA,7.75283404323472,7.556596397660512,7.633910783331288,7.42524679889195,7.43352052275397,7.440223037268712,7.438663973434263,7.455079130794633,7.296090135202293,7.316713513820267,7.342436622896163,7.378880977542803,7.389726134381268,7.322711865221707,7.401344667194944,7.477419321737144,7.519253464582862,7.482339539793404,7.458793998244208,7.406228678088537,7.405086930193504,7.44633731191097,7.455335536803638,7.3962716065006,7.380661175917413,7.375253302490825,7.398091607396206,7.363778816840429,7.462048196807799,7.46934954648761,7.48079483721529,7.483389691261299,7.462885347205768,7.430406449112137,7.420777676152876,7.421192274616767,7.4084831839644485,7.418408699066454,7.419177000322818,7.398600653449743,7.398237055638914,7.374914925342956,7.365403464403571,7.321217532911748,7.312383925044306,7.30655205967136,7.2941259431433085,7.296977599972541,7.291586134258368,7.288947794593085,7.293575386764571,7.287553490764287,7.293421309509887,7.894782702016608
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P07332,FES,FES,6.97584410719752,7.024449037024917,7.361157528060793,7.069347824387482,7.162009559884849,7.232190133398255,7.292909214622019,7.255373930990249,7.127242226044579,7.163435241858709,7.164092691502896,7.213350263181914,7.293233602410054,7.218043483930088,7.303488733068806,7.384556694641812,7.428161677731836,7.389574343499751,7.33484815484713,7.275066542296962,7.2863091154159045,7.317665904539494,7.327369695696962,7.2633956570356855,7.244877798186136,7.2274350861171675,7.243235896224412,7.21199444409253,7.316316206552525,7.290816573306654,7.277070244897462,7.294708155294,7.276633090231042,7.248015684904764,7.231789913709323,7.232601629390575,7.216289255918157,7.226547234160848,7.23859069515237,7.217808836281148,7.218977210235283,7.200056626190422,7.1935505067876555,7.138582330005025,7.12623511937999,7.120337491309307,7.108959723378988,7.104755175179772,7.101646158138221,7.0988489020496175,7.100204280272607,7.089879980110112,7.097696590649047,7.699528020591495
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P08922,ROS1,ROS1,8.00454517574975,7.639266114256882,7.926650781292368,7.586121057104287,7.582675292036803,7.582260228412844,7.567915216189268,7.569368218142497,7.4282904891768196,7.451586490160745,7.457644131780276,7.476095553333547,7.559888656128404,7.4989161020913455,7.578956294880489,7.655313902406915,7.716549200198984,7.670516347768749,7.598995174978486,7.5409098032096695,7.546350730364292,7.582383877593109,7.593444641108802,7.6824764619218575,7.6720070778693215,7.653357742553599,7.674751519616381,7.632327407915721,7.726266384979679,7.726707841607495,7.74785142306941,7.780561989034835,7.754670434545062,7.800264453780701,7.777825188085247,7.777283726135705,7.752664648654043,7.754094096002361,7.762051369602333,7.736048456900134,7.731003477992959,7.710939613779819,7.698263255203875,7.640296577920899,7.6271246780742255,7.608931173241467,7.595128448556545,7.592251056247872,7.58525553112033,7.580371943777549,7.576368233314324,7.565080038510044,7.573090409078089,8.177022556243806
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P15735,PHKG2,PHKG2,6.72042538002314,6.798082759721958,6.569124876039305,6.454704521652903,6.564576380768647,6.6490428533975665,6.675557965545793,6.582344559343683,6.449922462166329,6.531585474696663,6.54507196655816,6.573523174393781,6.659096366684585,6.599508886774299,6.542275491780012,6.499946590597996,6.547780623615731,6.547274059931015,6.537187410291814,6.513321627583709,6.490245723538421,6.5376590916922686,6.584996860211831,6.537598487955695,6.526644276097849,6.539445671470664,6.5693676053449375,6.5553000232937455,6.667619036564748,6.674641976744015,6.7276173992381825,6.724194844301106,6.725022921086255,6.6990516139368435,6.692824705613495,6.693606335534346,6.676109969331331,6.691633578316777,6.709940982526984,6.692088364390821,6.697845584547585,6.678197554462463,6.667903801039676,6.617461487135568,6.611339134447126,6.620829947276647,6.6125120253753344,6.611697864051818,6.609071754402628,6.607947940913126,6.611171881573267,6.60776862297371,6.624956835072128,7.229550569307584
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P16591,FER,FER,7.304597086946509,7.150774515309453,7.469716183258562,7.2227812054307945,7.276505507493416,7.3138125601886355,7.321721957138063,7.315982901480911,7.177199551996196,7.2202630472692695,7.236374104635043,7.290271146739325,7.382927552785717,7.307844938634123,7.391136459846371,7.464666217999586,7.514707585194083,7.47521752272744,7.425203543286284,7.3629846904604195,7.381012797088499,7.412228804085447,7.425259864013927,7.363597181375259,7.356336617252501,7.3447663083671015,7.3615440675050605,7.330491458715339,7.434677258778616,7.406031283776338,7.410546225814578,7.430539420773241,7.412168104699004,7.3830104774368746,7.367239714850976,7.370940628322769,7.357800298648845,7.3644812444775845,7.373864825494697,7.352392535380624,7.354805910061163,7.33377044921107,7.328158885101289,7.272480799536819,7.2593010613455915,7.246815974008041,7.235845531432842,7.2356612433727125,7.230552956665069,7.227097819401798,7.221074566340535,7.2098962170247365,7.222066494360282,7.821867731741656
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P29376,LTK,LTK,8.35428153941788,7.963694205874444,7.976221886972111,7.575380032541025,7.584140404028457,7.5983665860757235,7.6053825072756265,7.556513674746036,7.422835765771997,7.447774096156361,7.4502792066742085,7.507079761888448,7.590782595001726,7.528030638347509,7.565803878724956,7.604383481856309,7.6569312264939615,7.607817265912427,7.541502666463483,7.4682345565463795,7.4786344393985695,7.5098884932124115,7.515510459862768,7.46910206794914,7.449995269729566,7.466414004326349,7.498921017767056,7.467376407962014,7.565171028128383,7.567770921851425,7.568507935331727,7.587179161721105,7.5655359118119545,7.5359316621738826,7.516565999437606,7.518605226552067,7.491343743926195,7.504492522542395,7.513223417516257,7.492292378260646,7.491327700143251,7.475372573140493,7.452863317087032,7.3957938586039225,7.384768692919173,7.370340079919675,7.357572192765689,7.3623011747674925,7.356860676094972,7.353328508481091,7.350750202846253,7.33991872470284,7.348392991920222,7.955294932462898
